Xw:-392.295429			Yw:-236.136526			Zw:609.804559
Xw:-197.097580			Yw:-120.191684			Zw:310.385852
Xw:-130.461966			Yw:-80.611044			Zw:208.171870
Xw:-96.841835			Yw:-60.641148			Zw:156.601138
Xw:-76.571958			Yw:-48.601119			Zw:125.508682
Xw:-63.017709			Yw:-40.550082			Zw:104.717492
Xw:-53.315945			Yw:-34.787367			Zw:89.835720
Xw:-46.028567			Yw:-30.458765			Zw:78.657435
Xw:-40.354042			Yw:-27.088175			Zw:69.953145
Xw:-35.588664			Yw:-24.238307			Zw:62.593577
Xw:-32.089917			Yw:-22.179398			Zw:57.276602
Xw:-28.837985			Yw:-20.231686			Zw:52.246786
Xw:-26.361454			Yw:-18.776770			Zw:48.489575
Xw:-24.109385			Yw:-17.439072			Zw:45.035072
Xw:-22.156861			Yw:-16.279299			Zw:42.040047
Xw:-8952.532378			Yw:-6683.000136			Zw:17258.337855
Xw:-311.263477			Yw:-236.136526			Zw:609.804559
Xw:-155.852937			Yw:-120.191684			Zw:310.385852
Xw:-102.799705			Yw:-80.611044			Zw:208.171870
Xw:-76.032388			Yw:-60.641148			Zw:156.601138
Xw:-59.894133			Yw:-48.601119			Zw:125.508682
Xw:-49.102656			Yw:-40.550082			Zw:104.717492
Xw:-41.378409			Yw:-34.787367			Zw:89.835720
Xw:-35.576422			Yw:-30.458765			Zw:78.657435
Xw:-31.058540			Yw:-27.088175			Zw:69.953145
Xw:-27.271114			Yw:-24.238307			Zw:62.593577
Xw:-24.478896			Yw:-22.179398			Zw:57.276602
Xw:-22.009027			Yw:-20.336739			Zw:52.518076
Xw:-19.918070			Yw:-18.776770			Zw:48.489575
Xw:-6945.877655			Yw:-6683.000136			Zw:17258.337855
Xw:-6802.545175			Yw:-6683.000136			Zw:17258.337855
Xw:-6659.212695			Yw:-6683.000136			Zw:17258.337855
Xw:-6515.880215			Yw:-6683.000136			Zw:17258.337855
Xw:-6372.547735			Yw:-6683.000136			Zw:17258.337855
Xw:-6229.215255			Yw:-6683.000136			Zw:17258.337855
Xw:-6085.882775			Yw:-6683.000136			Zw:17258.337855
Xw:-5942.550294			Yw:-6683.000136			Zw:17258.337855
Xw:-5799.217814			Yw:-6683.000136			Zw:17258.337855
Xw:-5655.885334			Yw:-6683.000136			Zw:17258.337855
Xw:-5512.552854			Yw:-6683.000136			Zw:17258.337855
Xw:-5369.220374			Yw:-6683.000136			Zw:17258.337855
Xw:-5225.887894			Yw:-6683.000136			Zw:17258.337855
Xw:-5082.555413			Yw:-6683.000136			Zw:17258.337855
Xw:-631.181867			Yw:-854.018650			Zw:2205.437991
Xw:-4795.890453			Yw:-6683.000136			Zw:17258.337855
Xw:-4652.557973			Yw:-6683.000136			Zw:17258.337855
Xw:-736.919898			Yw:-1092.168885			Zw:2820.442799
Xw:-4365.893013			Yw:-6683.000136			Zw:17258.337855
Xw:-4222.560532			Yw:-6683.000136			Zw:17258.337855
Xw:-924.433634			Yw:-1514.499808			Zw:3911.080180
Xw:-3935.895572			Yw:-6683.000136			Zw:17258.337855
Xw:-859.469693			Yw:-1514.499808			Zw:3911.080180
Xw:-3649.230612			Yw:-6683.000136			Zw:17258.337855
Xw:-794.505752			Yw:-1514.499808			Zw:3911.080180
Xw:-762.023781			Yw:-1514.499808			Zw:3911.080180
Xw:-3219.233171			Yw:-6683.000136			Zw:17258.337855
Xw:-1136.554081			Yw:-2469.387617			Zw:6377.005076
Xw:-2932.568211			Yw:-6683.000136			Zw:17258.337855
Xw:-92.950469			Yw:-222.709035			Zw:575.129088
Xw:-50.697347			Yw:-128.050933			Zw:330.681762
Xw:-28.992807			Yw:-77.423958			Zw:199.941464
Xw:-22.091690			Yw:-62.578997			Zw:161.605484
Xw:-15.917324			Yw:-48.005416			Zw:123.970322
Xw:-12.575642			Yw:-40.550082			Zw:104.717492
Xw:-9.953965			Yw:-34.481102			Zw:89.044816
Xw:-8.139542			Yw:-30.458765			Zw:78.657435
Xw:-1642.575889			Yw:-6683.000136			Zw:17258.337855
Xw:-1499.243409			Yw:-6683.000136			Zw:17258.337855
